task_id,field,db,api,dom,verdict
t_d4c39f44,status,done,done,done,MATCH
t_d4c39f44,assignee,coder,coder,C,PARTIAL_INITIAL_ONLY
t_d4c39f44,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_d4c39f44,priority,0,0,NULL,IMPLICIT_ZERO
t_d4c39f44,cost_effective_usd,15.66983805,15.66983805,"$15,67",MATCH
t_d4c39f44,comment_count,15,15,NULL,OMITTED_NONZERO
t_d4c39f44,link_parents,0,0,NULL,IMPLICIT_ZERO
t_d4c39f44,link_children,2,2,2,MATCH
t_d4c39f44,progress,"{""done"": 2, ""total"": 2}","{""done"": 2, ""total"": 2}",2/2,MATCH
t_d4c39f44,created_at,1783239359,1783239359,NULL,OMITTED_NON_NULL
t_d4c39f44,started_at,1783241014,1783241014,NULL,OMITTED_NON_NULL
t_d4c39f44,completed_at,1783248846,1783248846,NULL,OMITTED_NON_NULL
t_d4c39f44,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_d4c39f44,last_heartbeat_at,1783248781,1783248781,NULL,OMITTED_NON_NULL
t_566bd83b,title,Rescue-Check-Gate: jede Lösch-Funktion hat nachgewiesen ein lebendes Zuhause,Rescue-Check-Gate: jede Lösch-Funktion hat nachgewiesen ein lebendes Zuhause,Rescue-Check-Gate: jede Lösch-Funktion hat nachgewiesen ein lebendes Zuhause,MATCH
t_566bd83b,status,done,done,done,MATCH
t_566bd83b,assignee,premium,premium,P,PARTIAL_INITIAL_ONLY
t_566bd83b,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_566bd83b,priority,0,0,NULL,IMPLICIT_ZERO
t_566bd83b,cost_effective_usd,1.8365752000000002,1.8365752000000002,"$1,84",MATCH
t_566bd83b,comment_count,4,4,NULL,OMITTED_NONZERO
t_566bd83b,link_parents,2,2,NULL,OMITTED_NONZERO
t_566bd83b,link_children,2,2,2,MATCH
t_566bd83b,progress,"{""done"": 2, ""total"": 2}","{""done"": 2, ""total"": 2}",2/2,MATCH
t_566bd83b,created_at,1783239359,1783239359,NULL,OMITTED_NON_NULL
t_566bd83b,started_at,1783245104,1783245104,NULL,OMITTED_NON_NULL
t_566bd83b,completed_at,1783247962,1783247962,NULL,OMITTED_NON_NULL
t_566bd83b,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_566bd83b,last_heartbeat_at,1783247938,1783247938,NULL,OMITTED_NON_NULL
t_7ff99d75,title,"Abriss: 7 Lösch-Views entfernen, Tests entpinnen, Routen auf Redirects","Abriss: 7 Lösch-Views entfernen, Tests entpinnen, Routen auf Redirects","Abriss: 7 Lösch-Views entfernen, Tests entpinnen, Routen auf Redirects",MATCH
t_7ff99d75,status,done,done,done,MATCH
t_7ff99d75,assignee,premium,premium,P,PARTIAL_INITIAL_ONLY
t_7ff99d75,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_7ff99d75,priority,0,0,NULL,IMPLICIT_ZERO
t_7ff99d75,cost_effective_usd,14.932796550000004,14.932796550000004,"$14,93",MATCH
t_7ff99d75,comment_count,4,4,NULL,OMITTED_NONZERO
t_7ff99d75,link_parents,2,2,NULL,OMITTED_NONZERO
t_7ff99d75,link_children,2,2,2,MATCH
t_7ff99d75,progress,"{""done"": 2, ""total"": 2}","{""done"": 2, ""total"": 2}",2/2,MATCH
t_7ff99d75,created_at,1783239359,1783239359,NULL,OMITTED_NON_NULL
t_7ff99d75,started_at,1783251795,1783251795,NULL,OMITTED_NON_NULL
t_7ff99d75,completed_at,1783254559,1783254559,NULL,OMITTED_NON_NULL
t_7ff99d75,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_7ff99d75,last_heartbeat_at,1783254514,1783254514,NULL,OMITTED_NON_NULL
t_1be1f33c,title,"Nav-Umbau: Bottom-Bar Flow→Statistik, Deep-Links/Palette/Shortcuts umbiegen, Design-Endabnahme","Nav-Umbau: Bottom-Bar Flow→Statistik, Deep-Links/Palette/Shortcuts umbiegen, Design-Endabnahme","Nav-Umbau: Bottom-Bar Flow→Statistik, Deep-Links/Palette/Shortcuts umbiegen, Design-Endabnahme",MATCH
t_1be1f33c,status,done,done,done,MATCH
t_1be1f33c,assignee,coder,coder,C,PARTIAL_INITIAL_ONLY
t_1be1f33c,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_1be1f33c,priority,0,0,NULL,IMPLICIT_ZERO
t_1be1f33c,cost_effective_usd,11.8772225,11.8772225,"$11,88",MATCH
t_1be1f33c,comment_count,13,13,NULL,OMITTED_NONZERO
t_1be1f33c,link_parents,2,2,NULL,OMITTED_NONZERO
t_1be1f33c,link_children,1,1,1,MATCH
t_1be1f33c,progress,"{""done"": 1, ""total"": 1}","{""done"": 1, ""total"": 1}",1/1,MATCH
t_1be1f33c,created_at,1783239359,1783239359,NULL,OMITTED_NON_NULL
t_1be1f33c,started_at,1783254575,1783254575,NULL,OMITTED_NON_NULL
t_1be1f33c,completed_at,1783257892,1783257892,NULL,OMITTED_NON_NULL
t_1be1f33c,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_1be1f33c,last_heartbeat_at,1783257488,1783257488,NULL,OMITTED_NON_NULL
t_7c0f303c,title,Fleet-Cockpit: signierte PlanSpecs (freigabe:complete) mit geparkter Kette anzeigen + Ein-Knopf 'Kette starten',Fleet-Cockpit: signierte PlanSpecs (freigabe:complete) mit geparkter Kette anzeigen + Ein-Knopf 'Kette starten',Fleet-Cockpit: signierte PlanSpecs (freigabe:complete) mit geparkter Kette anzeigen + Ein-Knopf 'Kette starten',MATCH
t_7c0f303c,status,done,done,done,MATCH
t_7c0f303c,assignee,coder,coder,C,PARTIAL_INITIAL_ONLY
t_7c0f303c,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_7c0f303c,priority,0,0,NULL,IMPLICIT_ZERO
t_7c0f303c,cost_effective_usd,28.229912999999996,28.229912999999996,"$28,23",MATCH
t_7c0f303c,comment_count,6,6,NULL,OMITTED_NONZERO
t_7c0f303c,link_parents,0,0,NULL,IMPLICIT_ZERO
t_7c0f303c,link_children,2,2,2,MATCH
t_7c0f303c,progress,"{""done"": 2, ""total"": 2}","{""done"": 2, ""total"": 2}",2/2,MATCH
t_7c0f303c,created_at,1783241392,1783241392,NULL,OMITTED_NON_NULL
t_7c0f303c,started_at,1783241857,1783241857,NULL,OMITTED_NON_NULL
t_7c0f303c,completed_at,1783251763,1783251763,NULL,OMITTED_NON_NULL
t_7c0f303c,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_7c0f303c,last_heartbeat_at,NULL,NULL,NULL,IMPLICIT_NULL
t_78b3d56d,title,Konflikt-Fixer Kette t_2fa852c6 (Versuch 1/2),Konflikt-Fixer Kette t_2fa852c6 (Versuch 1/2),Konflikt-Fixer Kette t_2fa852c6 (Versuch 1/2),MATCH
t_78b3d56d,status,done,done,done,MATCH
t_78b3d56d,assignee,premium,premium,P,PARTIAL_INITIAL_ONLY
t_78b3d56d,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_78b3d56d,priority,0,0,NULL,IMPLICIT_ZERO
t_78b3d56d,cost_effective_usd,1.5157965500000001,1.5157965500000001,"$1,52",MATCH
t_78b3d56d,comment_count,2,2,NULL,OMITTED_NONZERO
t_78b3d56d,link_parents,0,0,NULL,IMPLICIT_ZERO
t_78b3d56d,link_children,0,0,NULL,IMPLICIT_ZERO
t_78b3d56d,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_78b3d56d,created_at,1783257540,1783257540,NULL,OMITTED_NON_NULL
t_78b3d56d,started_at,1783257602,1783257602,NULL,OMITTED_NON_NULL
t_78b3d56d,completed_at,1783258018,1783258018,NULL,OMITTED_NON_NULL
t_78b3d56d,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_78b3d56d,last_heartbeat_at,1783257973,1783257973,NULL,OMITTED_NON_NULL
t_f86d7af5,title,C4-Dogfood: Auto-Release Deploy+Rollback-Beweis (2026-07-05),C4-Dogfood: Auto-Release Deploy+Rollback-Beweis (2026-07-05),C4-Dogfood: Auto-Release Deploy+Rollback-Beweis (2026-07-05),MATCH
t_f86d7af5,status,done,done,done,MATCH
t_f86d7af5,assignee,NULL,NULL,?,MATCH_NULL_MARKER
t_f86d7af5,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_f86d7af5,priority,0,0,NULL,IMPLICIT_ZERO
t_f86d7af5,cost_effective_usd,NULL,NULL,NULL,IMPLICIT_ZERO_OR_NULL
t_f86d7af5,comment_count,0,0,NULL,IMPLICIT_ZERO
t_f86d7af5,link_parents,0,0,NULL,IMPLICIT_ZERO
t_f86d7af5,link_children,0,0,NULL,IMPLICIT_ZERO
t_f86d7af5,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_f86d7af5,created_at,1783260765,1783260765,NULL,OMITTED_NON_NULL
t_f86d7af5,started_at,NULL,NULL,NULL,IMPLICIT_NULL
t_f86d7af5,completed_at,1783260765,1783260765,NULL,OMITTED_NON_NULL
t_f86d7af5,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_f86d7af5,last_heartbeat_at,NULL,NULL,NULL,IMPLICIT_NULL
t_076d1d72,title,PlanSpec 2026-07-05-design-bausteine-kernviews-planspec: Design-Bausteine + Kern-Views vertiefen: Start / Statistik / Regal (Phase 3 der /control-Roadmap),PlanSpec 2026-07-05-design-bausteine-kernviews-planspec: Design-Bausteine + Kern-Views vertiefen: Start / Statistik / Regal (Phase 3 der /control-Roadmap),PlanSpec 2026-07-05-design-bausteine-kernviews-planspec: Design-Bausteine + Kern-Views vertiefen: Start / Statistik / Regal (Phase 3 der /control-Roadmap),MATCH
t_076d1d72,status,done,done,done,MATCH
t_076d1d72,assignee,NULL,NULL,?,MATCH_NULL_MARKER
t_076d1d72,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_076d1d72,priority,0,0,NULL,IMPLICIT_ZERO
t_076d1d72,cost_effective_usd,0.0,0.0,NULL,IMPLICIT_ZERO_OR_NULL
t_076d1d72,comment_count,2,2,NULL,OMITTED_NONZERO
t_076d1d72,link_parents,5,5,NULL,OMITTED_NONZERO
t_076d1d72,link_children,0,0,NULL,IMPLICIT_ZERO
t_076d1d72,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_076d1d72,created_at,1783262663,1783262663,NULL,OMITTED_NON_NULL
t_076d1d72,started_at,NULL,NULL,NULL,IMPLICIT_NULL
t_076d1d72,completed_at,1783272541,1783272541,NULL,OMITTED_NON_NULL
t_076d1d72,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_076d1d72,last_heartbeat_at,NULL,NULL,NULL,IMPLICIT_NULL
t_b75ed880,title,Leitstand-Bausteine extrahieren: KpiTile / SectionHeader / SubtabChips / Drawer-Shell / ListRow als geteilte Komponenten,Leitstand-Bausteine extrahieren: KpiTile / SectionHeader / SubtabChips / Drawer-Shell / ListRow als geteilte Komponenten,Leitstand-Bausteine extrahieren: KpiTile / SectionHeader / SubtabChips / Drawer-Shell / ListRow als geteilte Komponenten,MATCH
t_b75ed880,status,done,done,done,MATCH
t_b75ed880,assignee,premium,premium,P,PARTIAL_INITIAL_ONLY
t_b75ed880,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_b75ed880,priority,0,0,NULL,IMPLICIT_ZERO
t_b75ed880,cost_effective_usd,5.042125500000001,5.042125500000001,"$5,04",MATCH
t_b75ed880,comment_count,1,1,NULL,OMITTED_NONZERO
t_b75ed880,link_parents,0,0,NULL,IMPLICIT_ZERO
t_b75ed880,link_children,4,4,4,MATCH
t_b75ed880,progress,"{""done"": 4, ""total"": 4}","{""done"": 4, ""total"": 4}",4/4,MATCH
t_b75ed880,created_at,1783262663,1783262663,NULL,OMITTED_NON_NULL
t_b75ed880,started_at,1783262708,1783262708,NULL,OMITTED_NON_NULL
t_b75ed880,completed_at,1783263475,1783263475,NULL,OMITTED_NON_NULL
t_b75ed880,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_b75ed880,last_heartbeat_at,1783263372,1783263372,NULL,OMITTED_NON_NULL
t_a9cf3146,title,Start (CommandHome) als Attention-first-Cockpit-Einstieg neu fassen,Start (CommandHome) als Attention-first-Cockpit-Einstieg neu fassen,Start (CommandHome) als Attention-first-Cockpit-Einstieg neu fassen,MATCH
t_a9cf3146,status,done,done,done,MATCH
t_a9cf3146,assignee,coder,coder,C,PARTIAL_INITIAL_ONLY
t_a9cf3146,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_a9cf3146,priority,0,0,NULL,IMPLICIT_ZERO
t_a9cf3146,cost_effective_usd,7.689462,7.689462,"$7,69",MATCH
t_a9cf3146,comment_count,1,1,NULL,OMITTED_NONZERO
t_a9cf3146,link_parents,1,1,NULL,OMITTED_NONZERO
t_a9cf3146,link_children,2,2,2,MATCH
t_a9cf3146,progress,"{""done"": 2, ""total"": 2}","{""done"": 2, ""total"": 2}",2/2,MATCH
t_a9cf3146,created_at,1783262663,1783262663,NULL,OMITTED_NON_NULL
t_a9cf3146,started_at,1783264034,1783264034,NULL,OMITTED_NON_NULL
t_a9cf3146,completed_at,1783266009,1783266009,NULL,OMITTED_NON_NULL
t_a9cf3146,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_a9cf3146,last_heartbeat_at,1783265960,1783265960,NULL,OMITTED_NON_NULL
t_e206b614,title,Statistik vertiefen: Zahlen-Audit + Kosten-/Token-Trends + Drill-down (inkl. kleinem read-only Trend-Endpoint),Statistik vertiefen: Zahlen-Audit + Kosten-/Token-Trends + Drill-down (inkl. kleinem read-only Trend-Endpoint),Statistik vertiefen: Zahlen-Audit + Kosten-/Token-Trends + Drill-down (inkl. kleinem read-only Trend-Endpoint),MATCH
t_e206b614,status,done,done,done,MATCH
t_e206b614,assignee,coder,coder,C,PARTIAL_INITIAL_ONLY
t_e206b614,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_e206b614,priority,0,0,NULL,IMPLICIT_ZERO
t_e206b614,cost_effective_usd,14.733200100000001,14.733200100000001,"$14,73",MATCH
t_e206b614,comment_count,3,3,NULL,OMITTED_NONZERO
t_e206b614,link_parents,1,1,NULL,OMITTED_NONZERO
t_e206b614,link_children,2,2,2,MATCH
t_e206b614,progress,"{""done"": 2, ""total"": 2}","{""done"": 2, ""total"": 2}",2/2,MATCH
t_e206b614,created_at,1783262663,1783262663,NULL,OMITTED_NON_NULL
t_e206b614,started_at,1783266022,1783266022,NULL,OMITTED_NON_NULL
t_e206b614,completed_at,1783269477,1783269477,NULL,OMITTED_NON_NULL
t_e206b614,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_e206b614,last_heartbeat_at,1783269398,1783269398,NULL,OMITTED_NON_NULL
t_c0b08413,title,Regal (Bibliothek) als kuratierte Lese-Oberfläche: Wissen + Provenienz + Suche + Reader-Drawer,Regal (Bibliothek) als kuratierte Lese-Oberfläche: Wissen + Provenienz + Suche + Reader-Drawer,Regal (Bibliothek) als kuratierte Lese-Oberfläche: Wissen + Provenienz + Suche + Reader-Drawer,MATCH
t_c0b08413,status,done,done,done,MATCH
t_c0b08413,assignee,coder,coder,C,PARTIAL_INITIAL_ONLY
t_c0b08413,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_c0b08413,priority,0,0,NULL,IMPLICIT_ZERO
t_c0b08413,cost_effective_usd,10.066966,10.066966,"$10,07",MATCH
t_c0b08413,comment_count,1,1,NULL,OMITTED_NONZERO
t_c0b08413,link_parents,1,1,NULL,OMITTED_NONZERO
t_c0b08413,link_children,2,2,2,MATCH
t_c0b08413,progress,"{""done"": 2, ""total"": 2}","{""done"": 2, ""total"": 2}",2/2,MATCH
t_c0b08413,created_at,1783262663,1783262663,NULL,OMITTED_NON_NULL
t_c0b08413,started_at,1783267648,1783267648,NULL,OMITTED_NON_NULL
t_c0b08413,completed_at,1783268480,1783268480,NULL,OMITTED_NON_NULL
t_c0b08413,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_c0b08413,last_heartbeat_at,1783268446,1783268446,NULL,OMITTED_NON_NULL
t_7b260029,title,"Design-Endabnahme Phase 3: Baustein-Konsistenz, Ratchet, web_dist-Wahrheit, Nav-Sanity","Design-Endabnahme Phase 3: Baustein-Konsistenz, Ratchet, web_dist-Wahrheit, Nav-Sanity","Design-Endabnahme Phase 3: Baustein-Konsistenz, Ratchet, web_dist-Wahrheit, Nav-Sanity",MATCH
t_7b260029,status,done,done,done,MATCH
t_7b260029,assignee,premium,premium,P,PARTIAL_INITIAL_ONLY
t_7b260029,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_7b260029,priority,0,0,NULL,IMPLICIT_ZERO
t_7b260029,cost_effective_usd,9.79383755,9.79383755,"$9,79",MATCH
t_7b260029,comment_count,8,8,NULL,OMITTED_NONZERO
t_7b260029,link_parents,3,3,NULL,OMITTED_NONZERO
t_7b260029,link_children,1,1,1,MATCH
t_7b260029,progress,"{""done"": 1, ""total"": 1}","{""done"": 1, ""total"": 1}",1/1,MATCH
t_7b260029,created_at,1783262663,1783262663,NULL,OMITTED_NON_NULL
t_7b260029,started_at,1783269519,1783269519,NULL,OMITTED_NON_NULL
t_7b260029,completed_at,1783272540,1783272540,NULL,OMITTED_NON_NULL
t_7b260029,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_7b260029,last_heartbeat_at,1783272532,1783272532,NULL,OMITTED_NON_NULL
t_b927d920,title,Visual-Verify-Harness: scripts/visual-verify.sh — auth-freie Wegwerf-Instanz für headless UI-Abnahme,Visual-Verify-Harness: scripts/visual-verify.sh — auth-freie Wegwerf-Instanz für headless UI-Abnahme,Visual-Verify-Harness: scripts/visual-verify.sh — auth-freie Wegwerf-Instanz für headless UI-Abnahme,MATCH
t_b927d920,status,done,done,done,MATCH
t_b927d920,assignee,coder,coder,C,PARTIAL_INITIAL_ONLY
t_b927d920,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_b927d920,priority,0,0,NULL,IMPLICIT_ZERO
t_b927d920,cost_effective_usd,5.007871000000001,5.007871000000001,"$5,01",MATCH
t_b927d920,comment_count,3,3,NULL,OMITTED_NONZERO
t_b927d920,link_parents,0,0,NULL,IMPLICIT_ZERO
t_b927d920,link_children,1,1,1,MATCH
t_b927d920,progress,"{""done"": 1, ""total"": 1}","{""done"": 1, ""total"": 1}",1/1,MATCH
t_b927d920,created_at,1783270927,1783270927,NULL,OMITTED_NON_NULL
t_b927d920,started_at,1783273859,1783273859,NULL,OMITTED_NON_NULL
t_b927d920,completed_at,1783274471,1783274471,NULL,OMITTED_NON_NULL
t_b927d920,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_b927d920,last_heartbeat_at,1783274432,1783274432,NULL,OMITTED_NON_NULL
t_d92e2779,title,Integrator revert-blind: 'already reachable from main' übersieht revertete Merges (Phase-3-Vorfall),Integrator revert-blind: 'already reachable from main' übersieht revertete Merges (Phase-3-Vorfall),Integrator revert-blind: 'already reachable from main' übersieht revertete Merges (Phase-3-Vorfall),MATCH
t_d92e2779,status,done,done,done,MATCH
t_d92e2779,assignee,coder,coder,C,PARTIAL_INITIAL_ONLY
t_d92e2779,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_d92e2779,priority,0,0,NULL,IMPLICIT_ZERO
t_d92e2779,cost_effective_usd,5.21686,5.21686,"$5,22",MATCH
t_d92e2779,comment_count,2,2,NULL,OMITTED_NONZERO
t_d92e2779,link_parents,0,0,NULL,IMPLICIT_ZERO
t_d92e2779,link_children,0,0,NULL,IMPLICIT_ZERO
t_d92e2779,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_d92e2779,created_at,1783273840,1783273840,NULL,OMITTED_NON_NULL
t_d92e2779,started_at,1783274584,1783274584,NULL,OMITTED_NON_NULL
t_d92e2779,completed_at,1783275194,1783275194,NULL,OMITTED_NON_NULL
t_d92e2779,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_d92e2779,last_heartbeat_at,1783275138,1783275138,NULL,OMITTED_NON_NULL
t_a518bb69,title,[Release-Gate] Dashboard build + runtime activation check for t_b927d920,[Release-Gate] Dashboard build + runtime activation check for t_b927d920,[Release-Gate] Dashboard build + runtime activation check for t_b927d920,MATCH
t_a518bb69,status,done,done,done,MATCH
t_a518bb69,assignee,verifier,verifier,V,PARTIAL_INITIAL_ONLY
t_a518bb69,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_a518bb69,priority,0,0,NULL,IMPLICIT_ZERO
t_a518bb69,cost_effective_usd,0.0,0.0,NULL,IMPLICIT_ZERO_OR_NULL
t_a518bb69,comment_count,1,1,NULL,OMITTED_NONZERO
t_a518bb69,link_parents,1,1,NULL,OMITTED_NONZERO
t_a518bb69,link_children,0,0,NULL,IMPLICIT_ZERO
t_a518bb69,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_a518bb69,created_at,1783274536,1783274536,NULL,OMITTED_NON_NULL
t_a518bb69,started_at,NULL,NULL,NULL,IMPLICIT_NULL
t_a518bb69,completed_at,1783284046,1783284046,NULL,OMITTED_NON_NULL
t_a518bb69,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_a518bb69,last_heartbeat_at,NULL,NULL,NULL,IMPLICIT_NULL
t_5bb197cb,title,Step 1 Fleet-Design überall: Start (CommandHome) auf Leitstand-Skin — mit Side-by-Side-Beweis gegen Fleet,Step 1 Fleet-Design überall: Start (CommandHome) auf Leitstand-Skin — mit Side-by-Side-Beweis gegen Fleet,Step 1 Fleet-Design überall: Start (CommandHome) auf Leitstand-Skin — mit Side-by-Side-Beweis gegen Fleet,MATCH
t_5bb197cb,status,done,done,done,MATCH
t_5bb197cb,assignee,premium,premium,P,PARTIAL_INITIAL_ONLY
t_5bb197cb,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_5bb197cb,priority,0,0,NULL,IMPLICIT_ZERO
t_5bb197cb,cost_effective_usd,7.2498109999999985,7.2498109999999985,"$7,25",MATCH
t_5bb197cb,comment_count,6,6,NULL,OMITTED_NONZERO
t_5bb197cb,link_parents,0,0,NULL,IMPLICIT_ZERO
t_5bb197cb,link_children,1,1,1,MATCH
t_5bb197cb,progress,"{""done"": 1, ""total"": 1}","{""done"": 1, ""total"": 1}",1/1,MATCH
t_5bb197cb,created_at,1783275188,1783275188,NULL,OMITTED_NON_NULL
t_5bb197cb,started_at,1783275188,1783275188,NULL,OMITTED_NON_NULL
t_5bb197cb,completed_at,1783276443,1783276443,NULL,OMITTED_NON_NULL
t_5bb197cb,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_5bb197cb,last_heartbeat_at,1783276455,1783276455,NULL,OMITTED_NON_NULL
t_86fa2150,title,[Release-Gate] Dashboard build + runtime activation check for t_5bb197cb,[Release-Gate] Dashboard build + runtime activation check for t_5bb197cb,[Release-Gate] Dashboard build + runtime activation check for t_5bb197cb,MATCH
t_86fa2150,status,done,done,done,MATCH
t_86fa2150,assignee,verifier,verifier,V,PARTIAL_INITIAL_ONLY
t_86fa2150,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_86fa2150,priority,0,0,NULL,IMPLICIT_ZERO
t_86fa2150,cost_effective_usd,0.0,0.0,NULL,IMPLICIT_ZERO_OR_NULL
t_86fa2150,comment_count,1,1,NULL,OMITTED_NONZERO
t_86fa2150,link_parents,1,1,NULL,OMITTED_NONZERO
t_86fa2150,link_children,0,0,NULL,IMPLICIT_ZERO
t_86fa2150,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_86fa2150,created_at,1783276506,1783276506,NULL,OMITTED_NON_NULL
t_86fa2150,started_at,NULL,NULL,NULL,IMPLICIT_NULL
t_86fa2150,completed_at,1783284043,1783284043,NULL,OMITTED_NON_NULL
t_86fa2150,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_86fa2150,last_heartbeat_at,NULL,NULL,NULL,IMPLICIT_NULL
t_523e6644,title,"Step 2 Fleet-Design überall: Statistik komplett-Redesign auf Leitstand (mobile-first, Side-by-Side-Gate)","Step 2 Fleet-Design überall: Statistik komplett-Redesign auf Leitstand (mobile-first, Side-by-Side-Gate)","Step 2 Fleet-Design überall: Statistik komplett-Redesign auf Leitstand (mobile-first, Side-by-Side-Gate)",MATCH
t_523e6644,status,done,done,done,MATCH
t_523e6644,assignee,premium,premium,P,PARTIAL_INITIAL_ONLY
t_523e6644,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_523e6644,priority,0,0,NULL,IMPLICIT_ZERO
t_523e6644,cost_effective_usd,9.976353099999999,9.976353099999999,"$9,98",MATCH
t_523e6644,comment_count,5,5,NULL,OMITTED_NONZERO
t_523e6644,link_parents,0,0,NULL,IMPLICIT_ZERO
t_523e6644,link_children,1,1,1,MATCH
t_523e6644,progress,"{""done"": 1, ""total"": 1}","{""done"": 1, ""total"": 1}",1/1,MATCH
t_523e6644,created_at,1783276522,1783276522,NULL,OMITTED_NON_NULL
t_523e6644,started_at,1783276575,1783276575,NULL,OMITTED_NON_NULL
t_523e6644,completed_at,1783277913,1783277913,NULL,OMITTED_NON_NULL
t_523e6644,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_523e6644,last_heartbeat_at,1783277968,1783277968,NULL,OMITTED_NON_NULL
t_68fb8c17,title,Mini-Fix: doppelter 'OPERATOR DASHBOARD / Hermes Control'-Header über dem neuen Start-Masthead entfernen,Mini-Fix: doppelter 'OPERATOR DASHBOARD / Hermes Control'-Header über dem neuen Start-Masthead entfernen,Mini-Fix: doppelter 'OPERATOR DASHBOARD / Hermes Control'-Header über dem neuen Start-Masthead entfernen,MATCH
t_68fb8c17,status,done,done,done,MATCH
t_68fb8c17,assignee,coder,coder,C,PARTIAL_INITIAL_ONLY
t_68fb8c17,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_68fb8c17,priority,0,0,NULL,IMPLICIT_ZERO
t_68fb8c17,cost_effective_usd,4.545577,4.545577,"$4,55",MATCH
t_68fb8c17,comment_count,3,3,NULL,OMITTED_NONZERO
t_68fb8c17,link_parents,0,0,NULL,IMPLICIT_ZERO
t_68fb8c17,link_children,1,1,1,MATCH
t_68fb8c17,progress,"{""done"": 1, ""total"": 1}","{""done"": 1, ""total"": 1}",1/1,MATCH
t_68fb8c17,created_at,1783276549,1783276549,NULL,OMITTED_NON_NULL
t_68fb8c17,started_at,1783276577,1783276577,NULL,OMITTED_NON_NULL
t_68fb8c17,completed_at,1783277123,1783277123,NULL,OMITTED_NON_NULL
t_68fb8c17,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_68fb8c17,last_heartbeat_at,1783277070,1783277070,NULL,OMITTED_NON_NULL
t_6db4c90f,title,[Release-Gate] Dashboard build + runtime activation check for t_68fb8c17,[Release-Gate] Dashboard build + runtime activation check for t_68fb8c17,[Release-Gate] Dashboard build + runtime activation check for t_68fb8c17,MATCH
t_6db4c90f,status,done,done,done,MATCH
t_6db4c90f,assignee,verifier,verifier,V,PARTIAL_INITIAL_ONLY
t_6db4c90f,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_6db4c90f,priority,0,0,NULL,IMPLICIT_ZERO
t_6db4c90f,cost_effective_usd,0.0,0.0,NULL,IMPLICIT_ZERO_OR_NULL
t_6db4c90f,comment_count,1,1,NULL,OMITTED_NONZERO
t_6db4c90f,link_parents,1,1,NULL,OMITTED_NONZERO
t_6db4c90f,link_children,0,0,NULL,IMPLICIT_ZERO
t_6db4c90f,progress,NULL,NULL,NULL,IMPLICIT_NULL
